Genomic Distance,Column1,10th,11th,12th,13th,14th,15th,16th,17th,18th,this work- Trajectories,2nd,3rd,4th,5th,6th,7th,8th,9th,avee
"4,957",4956840,1.26122,1.46176,1.75318,1.25733,1.58037,1.37013,1.7443,1.01817,1.22689,1.17231,1.7861,1.49654,1.37265,1.48077,1.41278,1.41209,1.38557,1.44835,1.424472778
"5,075",5074860,1.27777,1.4789,1.79329,1.2819,1.60329,1.3733,1.7562,1.03604,1.24242,1.1716,1.80921,1.50185,1.3831,1.496,1.42212,1.42272,1.40206,1.46018,1.439552778
"5,193",5192880,1.2908,1.49311,1.8353,1.30859,1.62478,1.38096,1.76698,1.05053,1.25726,1.17273,1.82865,1.50639,1.39141,1.51223,1.43211,1.43342,1.41712,1.47063,1.454055556
"5,311",5310900,1.3037,1.50557,1.87599,1.33354,1.64686,1.38618,1.77505,1.0593,1.27508,1.17612,1.85086,1.51167,1.39747,1.52716,1.43907,1.44441,1.43427,1.48135,1.467980556
"5,429",5428920,1.31451,1.51889,1.91676,1.35673,1.66986,1.38977,1.78197,1.06713,1.29165,1.18015,1.87142,1.51509,1.40288,1.54349,1.44367,1.45537,1.45303,1.49398,1.481463889
"5,547",5546940,1.32147,1.53412,1.95584,1.37948,1.69375,1.39547,1.78898,1.07379,1.30751,1.18519,1.89114,1.51853,1.4075,1.55553,1.45004,1.46327,1.47231,1.50721,1.494507222
"5,665",5664960,1.33063,1.5514,1.99438,1.40002,1.71991,1.4006,1.79551,1.07956,1.32282,1.18888,1.91162,1.52514,1.41648,1.56473,1.45555,1.46873,1.49254,1.5201,1.5077
"5,783",5782980,1.34049,1.56625,2.03192,1.42005,1.74596,1.4085,1.79763,1.0887,1.33908,1.19325,1.93301,1.53303,1.42694,1.57336,1.45913,1.47122,1.50992,1.53488,1.52074
"5,901",5901000,1.35079,1.579,2.06976,1.4394,1.77091,1.416,1.79936,1.09951,1.35486,1.19866,1.95284,1.54058,1.43391,1.58166,1.4633,1.4747,1.52548,1.55316,1.533548889
"6,019",6019020,1.36455,1.58902,2.10603,1.45967,1.7945,1.4235,1.80013,1.116,1.36873,1.20187,1.97318,1.54904,1.44135,1.59263,1.46706,1.47641,1.54075,1.57015,1.546365
"6,137",6137040,1.37504,1.59995,2.14109,1.47951,1.81708,1.42672,1.80068,1.12995,1.3791,1.2077,1.99309,1.55497,1.44594,1.6004,1.46757,1.47764,1.55279,1.58301,1.557346111
"6,255",6255060,1.38837,1.60893,2.17448,1.49944,1.84103,1.42717,1.80022,1.14227,1.38666,1.20843,2.01532,1.56137,1.44595,1.6081,1.46493,1.47851,1.56364,1.59331,1.567118333
"6,373",6373080,1.40064,1.61567,2.20768,1.51795,1.86421,1.42632,1.79991,1.1506,1.39394,1.20547,2.03502,1.56908,1.44464,1.6137,1.46171,1.47778,1.57563,1.60205,1.575666667
"6,491",6491100,1.40981,1.6227,2.24088,1.53523,1.88841,1.42422,1.7951,1.1575,1.40322,1.20646,2.05008,1.58114,1.44638,1.61706,1.45883,1.47669,1.59201,1.61141,1.584285
"6,609",6609120,1.41603,1.62865,2.2747,1.5517,1.91643,1.42185,1.78734,1.16437,1.41435,1.20928,2.05953,1.59673,1.44627,1.62245,1.45961,1.4759,1.60794,1.62213,1.59307
"6,727",6727140,1.41713,1.6354,2.30491,1.56847,1.94282,1.41629,1.77836,1.17557,1.42651,1.21006,2.06838,1.6125,1.44408,1.62938,1.45741,1.47796,1.62146,1.6353,1.601221667
"6,845",6845160,1.41701,1.6422,2.33396,1.58269,1.96843,1.40785,1.76532,1.19001,1.43617,1.21007,2.07653,1.62648,1.4397,1.63332,1.45524,1.4751,1.63334,1.64957,1.607943889
"6,963",6963180,1.41841,1.65042,2.36553,1.59095,1.99632,1.40003,1.75224,1.20239,1.44749,1.20816,2.08199,1.63637,1.43223,1.64219,1.45103,1.47466,1.64026,1.66241,1.61406
"7,081",7081200,1.42045,1.65585,2.39615,1.5997,2.02587,1.39396,1.73619,1.2118,1.45888,1.2052,2.08368,1.6468,1.42978,1.65235,1.4447,1.47235,1.64681,1.6802,1.62004
"7,199",7199220,1.4228,1.66442,2.42973,1.60959,2.05532,1.39066,1.72112,1.22385,1.46773,1.20455,2.08808,1.65792,1.42752,1.66334,1.43953,1.4706,1.6547,1.69879,1.627236111
"7,317",7317240,1.42739,1.67296,2.4636,1.61684,2.08441,1.38924,1.70757,1.23374,1.47821,1.20598,2.09237,1.66923,1.42977,1.67491,1.43403,1.46703,1.66591,1.71615,1.634963333
"7,435",7435260,1.42666,1.67961,2.49686,1.62301,2.10936,1.39243,1.69207,1.23981,1.48889,1.20656,2.09447,1.67882,1.43416,1.68525,1.42884,1.46354,1.67849,1.73332,1.641786111
"7,553",7553280,1.42465,1.68534,2.53342,1.62908,2.13624,1.39848,1.67644,1.24204,1.50159,1.21041,2.0983,1.68662,1.44539,1.69598,1.42525,1.45916,1.68857,1.75039,1.649297222
"7,671",7671300,1.42584,1.69048,2.56714,1.62851,2.16226,1.40436,1.6606,1.24036,1.51673,1.21465,2.10018,1.69183,1.45825,1.70478,1.41964,1.45233,1.69809,1.76782,1.655769444
"7,789",7789320,1.43031,1.69824,2.59934,1.62561,2.18604,1.41532,1.64682,1.2392,1.5345,1.21552,2.10378,1.69832,1.4717,1.70882,1.41589,1.44529,1.70768,1.7887,1.662837778
"7,907",7907340,1.43259,1.70598,2.63272,1.62319,2.21228,1.42658,1.63386,1.24259,1.55294,1.21687,2.10705,1.70559,1.48421,1.71053,1.41304,1.44062,1.71913,1.80675,1.670362222
"8,025",8025360,1.43248,1.71567,2.66265,1.61699,2.23667,1.43979,1.62184,1.24887,1.57327,1.21688,2.11084,1.71415,1.49719,1.71089,1.40548,1.43803,1.72786,1.82827,1.677656667
"8,143",8143380,1.4339,1.72565,2.69369,1.61174,2.26115,1.45865,1.60754,1.25125,1.59098,1.21219,2.11388,1.72339,1.5109,1.71221,1.39875,1.43251,1.73923,1.85153,1.684952222
"8,261",8261400,1.43478,1.73786,2.72453,1.60565,2.28419,1.47777,1.5934,1.2525,1.60714,1.20976,2.11846,1.73447,1.52279,1.71333,1.39489,1.42711,1.74884,1.87548,1.692386111
"8,379",8379420,1.43597,1.74835,2.75645,1.5956,2.31141,1.49575,1.57552,1.2566,1.62258,1.20848,2.12036,1.75338,1.53613,1.71529,1.39044,1.4209,1.76112,1.89719,1.700084444
"8,497",8497440,1.44071,1.75838,2.7879,1.58456,2.3379,1.51098,1.5576,1.26171,1.64164,1.20934,2.11998,1.77319,1.54933,1.71737,1.3887,1.41788,1.77581,1.91661,1.708310556
"8,615",8615460,1.44031,1.77056,2.81545,1.57327,2.36169,1.52257,1.53764,1.2664,1.66023,1.21357,2.11853,1.7893,1.56343,1.7192,1.38965,1.41671,1.78752,1.93146,1.715416111
"8,733",8733480,1.44299,1.78176,2.84416,1.56202,2.38655,1.53438,1.52052,1.26729,1.67713,1.22276,2.11761,1.80765,1.5841,1.71835,1.39421,1.41744,1.79583,1.94866,1.723522778
"8,852",8851500,1.44634,1.79068,2.87113,1.55085,2.40928,1.54772,1.50641,1.26606,1.69279,1.22992,2.11894,1.82699,1.6057,1.7172,1.40124,1.41789,1.8064,1.96551,1.731725
"8,970",8969520,1.44878,1.80062,2.89692,1.54152,2.42995,1.55824,1.48909,1.26899,1.70592,1.24418,2.12288,1.84756,1.62579,1.71594,1.41063,1.41475,1.81312,1.9781,1.73961
"9,088",9087540,1.45262,1.8111,2.92244,1.53281,2.44736,1.56606,1.46832,1.27359,1.7183,1.25463,2.12787,1.86914,1.64466,1.71148,1.41969,1.41251,1.81606,1.98965,1.746571667
"9,206",9205560,1.45408,1.82379,2.95027,1.52283,2.46225,1.57171,1.44764,1.2735,1.7328,1.27241,2.12899,1.8898,1.66306,1.70609,1.42711,1.4084,1.82009,2.00202,1.753157778
"9,324",9323580,1.4574,1.8403,2.97621,1.51383,2.47975,1.57703,1.42874,1.2756,1.74844,1.29156,2.13167,1.91064,1.67974,1.69884,1.4342,1.40804,1.82804,2.01668,1.760928333
"9,442",9441600,1.45511,1.86295,2.99876,1.50075,2.50146,1.5844,1.40826,1.27486,1.76553,1.30194,2.13791,1.93455,1.69697,1.69053,1.44134,1.40561,1.84061,2.03049,1.768446111
"9,560",9559620,1.45084,1.89,3.01995,1.49294,2.52356,1.59145,1.39441,1.28066,1.78084,1.31271,2.14444,1.95478,1.71387,1.67897,1.44653,1.39826,1.8519,2.03834,1.775802778
"9,678",9677640,1.45413,1.91429,3.04405,1.48633,2.54746,1.59843,1.37994,1.28965,1.79548,1.32742,2.15267,1.97743,1.72822,1.66483,1.45096,1.38869,1.86925,2.04495,1.784121111
"9,796",9795660,1.45949,1.93404,3.06476,1.48172,2.57221,1.60319,1.36689,1.29803,1.80532,1.34075,2.16187,2.00051,1.74196,1.65107,1.45399,1.38301,1.88599,2.05275,1.792086111
"9,914",9913680,1.46485,1.95246,3.08379,1.47915,2.59542,1.60889,1.35016,1.30725,1.81348,1.35466,2.17262,2.02317,1.75462,1.63264,1.45885,1.37691,1.90541,2.05999,1.799684444
"10,032",10031700,1.46957,1.96896,3.09899,1.47955,2.62067,1.6178,1.33095,1.31722,1.82124,1.36327,2.18096,2.04646,1.77003,1.61065,1.45839,1.36625,1.92853,2.06428,1.806320556
"10,150",10149700,1.47581,1.98293,3.11545,1.48169,2.64303,1.62568,1.31275,1.32452,1.82512,1.37144,2.18652,2.06748,1.78702,1.59022,1.45433,1.35186,1.95399,2.06918,1.812167778
"10,268",10267700,1.48165,2.00331,3.13041,1.48769,2.66704,1.63462,1.2971,1.33139,1.82726,1.37642,2.19474,2.08296,1.80231,1.57145,1.44642,1.33488,1.98235,2.07436,1.818131111
"10,386",10385800,1.48283,2.02544,3.14501,1.49115,2.68676,1.64137,1.28026,1.33819,1.83637,1.38154,2.20146,2.10074,1.81775,1.5539,1.43352,1.31408,2.00721,2.08455,1.823451667
"10,504",10503800,1.48471,2.05048,3.15929,1.49445,2.70227,1.65107,1.26022,1.34638,1.84892,1.39001,2.20713,2.11661,1.83184,1.53659,1.4209,1.29743,2.02968,2.09153,1.828861667
"10,622",10621800,1.4917,2.07604,3.17167,1.49654,2.71623,1.66139,1.24117,1.35559,1.86129,1.4006,2.2124,2.13128,1.84715,1.51893,1.41115,1.28034,2.04912,2.09738,1.834442778
"10,740",10739800,1.49801,2.10445,3.18047,1.49706,2.73153,1.67227,1.22134,1.36085,1.87176,1.41139,2.21518,2.14499,1.85947,1.50174,1.40669,1.26541,2.06952,2.10313,1.839736667
"10,858",10857800,1.50515,2.1298,3.18909,1.49788,2.74753,1.67982,1.206,1.36826,1.88075,1.41925,2.2142,2.15729,1.86954,1.48119,1.40709,1.24938,2.09402,2.10767,1.844661667
"10,976",10975900,1.51065,2.15178,3.19848,1.49646,2.76458,1.68487,1.19529,1.3734,1.88812,1.42526,2.21237,2.16775,1.8757,1.46175,1.41151,1.23751,2.1162,2.10903,1.848928333
"11,094",11093900,1.51244,2.17432,3.20537,1.49893,2.78259,1.69329,1.19445,1.37966,1.88992,1.43221,2.20875,2.17773,1.88013,1.44532,1.4178,1.22692,2.13411,2.10669,1.853368333
"11,212",11211900,1.5132,2.19521,3.21391,1.50414,2.80213,1.7026,1.19148,1.38716,1.89156,1.43436,2.20501,2.18873,1.88411,1.43117,1.42411,1.21736,2.14981,2.10336,1.857745
"11,330",11329900,1.51582,2.21442,3.22444,1.50517,2.82026,1.71031,1.18832,1.3958,1.89337,1.43932,2.20347,2.19802,1.89,1.4193,1.43278,1.20578,2.166,2.09909,1.862315
"11,448",11447900,1.51938,2.23291,3.23375,1.50905,2.8376,1.71755,1.19485,1.40134,1.8963,1.44064,2.20508,2.20172,1.896,1.40773,1.43655,1.19676,2.18308,2.09714,1.867079444
"11,566",11566000,1.51957,2.25312,3.23993,1.50933,2.85619,1.72796,1.205,1.40655,1.89799,1.43613,2.20475,2.20429,1.90184,1.39546,1.43601,1.18929,2.20027,2.09362,1.870961111
"11,684",11684000,1.51914,2.27656,3.24526,1.50513,2.87167,1.7407,1.22095,1.40659,1.8975,1.43296,2.20481,2.20361,1.91095,1.38492,1.43802,1.1756,2.21811,2.08914,1.874534444
"11,802",11802000,1.51891,2.30206,3.24807,1.49965,2.88494,1.75334,1.24277,1.40631,1.9029,1.43059,2.20594,2.20505,1.91963,1.37256,1.44157,1.16483,2.23488,2.08729,1.878960556
"11,920",11920000,1.51699,2.3274,3.25246,1.49242,2.8927,1.76332,1.27288,1.40648,1.90897,1.42719,2.20695,2.20892,1.92064,1.36338,1.44301,1.15518,2.25435,2.08804,1.883404444
"12,038",12038000,1.51167,2.35634,3.25952,1.47758,2.8984,1.77234,1.30468,1.403,1.91522,1.42244,2.20858,2.21273,1.92243,1.35869,1.44712,1.14939,2.27363,2.08791,1.887870556
"12,156",12156100,1.50825,2.38352,3.26802,1.46065,2.90136,1.78104,1.33788,1.40024,1.92322,1.41892,2.20991,2.21816,1.92178,1.35219,1.45488,1.14458,2.29364,2.0897,1.892663333
"12,274",12274100,1.50241,2.40533,3.27117,1.44269,2.90569,1.79346,1.37435,1.39682,1.92616,1.40707,2.20925,2.22363,1.91549,1.34773,1.45978,1.1405,2.31004,2.09221,1.895765556
"12,392",12392100,1.50136,2.41952,3.27229,1.4223,2.90986,1.81225,1.40568,1.39569,1.93218,1.39666,2.21381,2.23183,1.90201,1.34675,1.47003,1.12832,2.32262,2.09917,1.899018333
"12,510",12510100,1.50238,2.43525,3.27644,1.40913,2.90941,1.82662,1.43641,1.39742,1.93987,1.3854,2.22267,2.23907,1.89205,1.34706,1.48578,1.11065,2.33392,2.10469,1.903012222
"12,628",12628100,1.50607,2.44807,3.28336,1.39451,2.90905,1.83888,1.46394,1.398,1.9451,1.37395,2.23158,2.24781,1.87939,1.35406,1.50221,1.09217,2.3445,2.10802,1.906703889
"12,746",12746200,1.51261,2.46366,3.28987,1.37901,2.91082,1.84976,1.48512,1.39658,1.95143,1.35806,2.23838,2.25508,1.86825,1.35458,1.51895,1.06853,2.35119,2.11216,1.909113333
"12,864",12864200,1.51653,2.47707,3.2942,1.3683,2.91563,1.86326,1.50846,1.39901,1.95826,1.34671,2.2454,2.26388,1.85878,1.35224,1.53413,1.03921,2.35812,2.11793,1.912062222
"12,982",12982200,1.5214,2.48868,3.29982,1.35538,2.9206,1.8793,1.53192,1.40237,1.96441,1.33565,2.25438,2.27368,1.85382,1.35246,1.55402,1.01109,2.36772,2.12044,1.915952222
"13,100",13100200,1.52577,2.50132,3.30272,1.3408,2.92541,1.89731,1.55014,1.40649,1.96566,1.32243,2.26597,2.28161,1.84518,1.3501,1.57047,0.985398,2.37702,2.12216,1.918664333
"13,218",13218200,1.52869,2.51015,3.30629,1.32457,2.93196,1.92027,1.56953,1.41042,1.96473,1.30879,2.27195,2.29163,1.83285,1.34855,1.58851,0.957725,2.38728,2.12404,1.920996389
"13,336",13336300,1.53362,2.52032,3.30715,1.31184,2.93741,1.94665,1.58575,1.4151,1.96521,1.29538,2.27846,2.2995,1.81766,1.35076,1.60646,0.935897,2.39513,2.12473,1.923723722
"13,454",13454300,1.53838,2.52825,3.30996,1.29319,2.94235,1.97441,1.60031,1.41754,1.96248,1.28227,2.29049,2.31077,1.80634,1.34683,1.62331,0.911855,2.40065,2.12408,1.925748056
"13,572",13572300,1.5483,2.53904,3.31475,1.27614,2.94386,1.99956,1.61049,1.41578,1.9598,1.27236,2.29954,2.32061,1.79557,1.33768,1.6401,0.885202,2.40456,2.12353,1.927048444
"13,690",13690300,1.56316,2.54413,3.31679,1.2571,2.94257,2.02511,1.61846,1.40851,1.96049,1.259,2.30613,2.32886,1.78048,1.32261,1.65306,0.856667,2.41263,2.13035,1.927005944
"13,808",13808300,1.58084,2.55148,3.31696,1.23336,2.94433,2.06103,1.62567,1.40743,1.95939,1.24787,2.30892,2.32953,1.76095,1.30628,1.66803,0.829124,2.41613,2.13713,1.926914111
"13,926",13926400,1.6043,2.55187,3.32017,1.21094,2.94812,2.10361,1.63055,1.40375,1.95664,1.23809,2.30916,2.32864,1.74564,1.29561,1.68011,0.803005,2.41672,2.14384,1.927264722
"14,044",14044400,1.62448,2.55581,3.31958,1.18601,2.95204,2.1396,1.63638,1.39636,1.96307,1.23399,2.31014,2.32541,1.72709,1.28605,1.69244,0.775084,2.41253,2.14504,1.926728
"14,162",14162400,1.64362,2.55998,3.32457,1.1651,2.95719,2.16929,1.64016,1.38639,1.97591,1.23087,2.31393,2.31847,1.71605,1.277,1.70457,0.755884,2.40593,2.1468,1.927317444
"14,280",14280400,1.65967,2.56442,3.33502,1.15682,2.96955,2.19499,1.64287,1.37325,1.9906,1.22781,2.32285,2.31031,1.70377,1.27455,1.71616,0.732724,2.39707,2.15014,1.929031889
"14,398",14398400,1.67352,2.56446,3.34113,1.15243,2.98624,2.22178,1.64105,1.36069,2.00332,1.22751,2.33022,2.30728,1.69481,1.27822,1.73109,0.721083,2.38555,2.14842,1.931600167
"14,517",14516500,1.6879,2.56169,3.34371,1.15408,3.00241,2.25177,1.63843,1.34386,2.01248,1.24187,2.33796,2.29618,1.68565,1.27865,1.74058,0.710276,2.37148,2.14541,1.933577
"14,635",14634500,1.70197,2.56013,3.34739,1.15923,3.01272,2.28432,1.63051,1.33256,2.02352,1.25623,2.3469,2.27622,1.67811,1.27709,1.7462,0.704015,2.35595,2.14082,1.935215833
"14,753",14752500,1.71711,2.55504,3.34309,1.15748,3.02665,2.31278,1.61226,1.3154,2.03374,1.27536,2.3467,2.25271,1.67292,1.27373,1.75489,0.693592,2.33341,2.13782,1.934149
"14,871",14870500,1.7314,2.55531,3.3382,1.16209,3.03388,2.33616,1.59367,1.29872,2.04416,1.29772,2.34811,2.23296,1.66583,1.27038,1.76435,0.695959,2.31026,2.136,1.9341755
"14,989",14988500,1.74693,2.55191,3.32934,1.16724,3.03814,2.35883,1.5685,1.28048,2.05628,1.32985,2.34725,2.21304,1.66003,1.26398,1.7789,0.703426,2.29172,2.13806,1.934661444
"15,107",15106600,1.76273,2.54266,3.31946,1.17004,3.04226,2.37709,1.54044,1.2665,2.0675,1.35637,2.34611,2.19614,1.65792,1.25585,1.78926,0.725597,2.27288,2.13493,1.934652056
"15,225",15224600,1.78335,2.53373,3.31221,1.17678,3.05193,2.39602,1.50705,1.25267,2.08205,1.38302,2.34475,2.18834,1.64958,1.24448,1.79829,0.756059,2.25637,2.13699,1.936314944
"15,343",15342600,1.80773,2.52534,3.30427,1.17888,3.0627,2.41654,1.47862,1.23802,2.09628,1.40997,2.34655,2.17973,1.6407,1.23349,1.80694,0.78874,2.23937,2.13629,1.938342222
"15,461",15460600,1.84117,2.51781,3.29789,1.17868,3.07571,2.43489,1.45667,1.22403,2.10485,1.44322,2.35225,2.17259,1.62813,1.21816,1.81551,0.817798,2.22291,2.1408,1.941281556
