Genomic Distance,Column1,10th,11th,12th,13th,14th,15th,16th,17th,18th,this work- Trajectories,2nd,3rd,4th,5th,6th,7th,8th,9th,avee,avee1
"1,416",1764363.7115462308,1.0485185339673044,1.0533906998855338,1.0633474456498817,0.957008448711339,1.0362751933515888,1.0495726314302174,1.1255014451786713,0.8953084004880758,1.0266122327972114,1.0118322873737282,0.9878003060034278,0.9629831431646927,1.09534281749117,1.0687856536724782,0.9036063539297906,0.9945514669229628,0.9040823039029994,0.908697,0.79440975,0.802691667
"1,534",1836632.8775819214,1.0627873816013695,1.0461908735512062,1.0672489533244074,0.952313146751803,1.0395093989685527,1.0578148469205617,1.1342932426756975,0.8862940167576663,1.0182978761402528,1.0113024497527512,0.9750988177600092,0.9549022374171464,1.0829252240605478,1.0680596213826037,0.9053427982786556,0.9922219785239131,0.9107105566802032,0.951386,0.7927975,0.835365667
"1,652",1906832.677036314,1.075513805356705,1.041511516833043,1.0702951901591977,0.9511343927954125,1.0352801915997416,1.0692439226089843,1.1427858249420106,0.8877162768441927,1.0110386951103405,1.0054533389610458,0.9657544668397777,0.9492450066413546,1.0720175326264292,1.0663173761398332,0.9028964524702058,0.9857244619496581,0.9148283410079564,0.993457,0.859792154,0.866505
"1,770",1975634.4306141671,1.0920673506833876,1.0308407048696695,1.0687287328786492,0.9511733799321185,1.0329493935603569,1.081981175571665,1.1491150530564485,0.8885718792471302,1.0044522064069918,0.9976338081371063,0.9589444174580473,0.9462237896952138,1.0588158742458311,1.0662414225498313,0.9021386140541015,0.9816057914713312,0.9179086928673647,1.03424,0.9038278,0.896066611
"1,888",2042388.6584606604,1.110517535456544,1.0224910613520377,1.0645153839985155,0.9563364232881414,1.0249208815849344,1.097885766931672,1.1579869562819867,0.89009538270924,0.9954428106493226,0.985842897360261,0.9550302594237629,0.9456815013768828,1.0476495172683615,1.0663759402530015,0.8978846695365177,0.975600052675274,0.9203504262007672,1.07272,0.93193775,0.9245645
"2,006",2106663.581913223,1.1276983402709975,1.0117095700377539,1.06029867736224,0.9598465179048538,1.018497342885004,1.113566467474362,1.1640689214171023,0.8965112512751,0.984706791322968,0.9746564341852091,0.9558106910165939,0.9412098394542576,1.0391688511373258,1.0629060499214034,0.8972648365960739,0.9684685858993892,0.9231569099927752,1.11169,0.960945538,0.952378
"2,124",2168706.113600168,1.1409861655688533,1.0038049072727486,1.0566741839264113,0.9665999032735093,1.0173565388266024,1.1267460975291728,1.1661798720164072,0.9029553747635906,0.9772541403703193,0.9649794055119093,0.9565364922235836,0.9366237840318214,1.029514231033514,1.0554656764263808,0.894492012601538,0.9609049191597893,0.9289445448111363,1.14941,1.001161923,0.979551833
"2,242",2229543.822590604,1.153016788305745,0.9915681488681881,1.0529250933623522,0.9747000343562882,1.0144290565387646,1.139823859639011,1.1705046462150697,0.9063663396296382,0.9663634085644649,0.9530970483875567,0.9584897297378209,0.9307300218111031,1.026032342245387,1.0491062837839098,0.8914002027442296,0.9537968488286312,0.9415892885417313,1.18551,1.005836643,1.005757333
"2,360",2289316.2703914833,1.162285856052715,0.9804895196399231,1.0492283602349057,0.9794796465590488,1.0088824387277366,1.150211871212126,1.1770945831204884,0.9156126174296845,0.9550292153533775,0.9465788616807466,0.9562755074883265,0.9233988065420997,1.0243240625658523,1.046686490129136,0.8882751499448256,0.9437689398040675,0.9574939324586066,1.21803,1.05767275,1.031050222
"2,478",2349636.7209497704,1.1689927282342836,0.9728899468948912,1.0478733137369132,0.9837049480194899,1.0021222529722928,1.1652774760441196,1.1793913237017224,0.9252876775663953,0.9439834560619915,0.9418089039895615,0.9542744003313014,0.9196449090929664,1.022307017931706,1.043473662401402,0.8845862181215252,0.9320591180973355,0.9713544993367987,1.24666,1.063861636,1.054809889
"2,596",2410887.312270136,1.1770908789571166,0.9649286832513198,1.0473391961841783,0.9871000455717795,0.9944231796146801,1.1782990109333202,1.1814443570251172,0.9307081082680784,0.9330391897844222,0.9338658288889198,0.9586091967646114,0.9175757831198399,1.0211845906791392,1.0412658337503662,0.8826328913791454,0.9250195107653857,0.9819026826094074,1.27031,1.081909706,1.0769645
"2,714",2472893.8974999017,1.1848976399770006,0.9590851208610914,1.0458615128452253,0.9876705098115647,0.9859912998551041,1.1917129932755381,1.1835844600876135,0.9333916580481414,0.9212857255050468,0.9238495388060992,0.969173744857444,0.9140235914778398,1.0217857835329354,1.0401396598174468,0.8840530301418844,0.9193909119226747,0.990697446270068,1.28968,1.084954286,1.097685611
"2,832",2534883.3357975804,1.1944106191321886,0.950495264379854,1.0461755432927273,0.9852167167072617,0.9805333070034146,1.2056698897510643,1.185880590560022,0.932365378621556,0.9098510637456544,0.9162026454875337,0.9779108023721097,0.9121890435856976,1.0215938644194338,1.0377445507661323,0.8872040426545981,0.9181588190490291,0.9952602275464584,1.30798,1.102769333,1.117400556
"2,951",2594672.4362677457,1.2029721607847346,0.945614469677232,1.0468890901177108,0.9807973392553921,0.9777341707682973,1.2200511072637128,1.189102725634164,0.9293470087024732,0.8978499389073903,0.908741548710064,0.9882690523795098,0.9120359595332754,1.0192868221712215,1.0351308001413055,0.8907032288814658,0.9153958254139443,0.9982205794108259,1.32514,1.165914286,1.137137778
"3,069",2654864.057841178,1.2098565946723359,0.9378300619299436,1.0478768080360663,0.9785787535300529,0.9726320659485053,1.236107534887736,1.1922226860758394,0.9248708934606564,0.8899079786234855,0.8986155132957514,0.9991845232237633,0.9138612627599134,1.0185228798773018,1.0303299923693523,0.8916532524788316,0.9159209690814031,1.0029275735945802,1.33954,1.156410833,1.155810611
"3,187",2713217.454212022,1.2158323291331674,0.9299785572801892,1.0483174545712064,0.9789272034439476,0.9667059624754203,1.2500790764677543,1.1973628784540313,0.9212439678122957,0.8837758057202293,0.8871674006860956,1.0075502594856984,0.9197410966941594,1.01676433558402,1.0239309081273198,0.8935260714085794,0.9163613297191722,1.00786211365411,1.35208,1.186688875,1.174450667
"3,305",2769875.191394605,1.2222141072743267,0.9206379294763614,1.0472671611662736,0.9775832236389554,0.9577403604534601,1.2656588376322715,1.202146427633436,0.9163980359566106,0.8768832862379167,0.878224621572933,1.0153829025825276,0.9263180675153052,1.0193655811661135,1.0160100956407458,0.8934118827229011,0.9200321119149929,1.0152456538305559,1.36302,1.170951,1.193035722
"3,423",2824358.7436980624,1.2281032102477025,0.9137289813948709,1.0512204155301046,0.9792985939786287,0.9508590644851312,1.278037790303917,1.2086682321695945,0.9091091528427817,0.8694580574695672,0.8684201544325562,1.0216950580554645,0.9318148585360456,1.0198643039374247,1.0092824164902443,0.8923628492073757,0.923365194076682,1.0221788454350578,1.37205,1.170614357,1.211807833
"3,541",2877516.758251782,1.2347535012441184,0.9086973948912989,1.0589475544034461,0.9830919788451734,0.9412017489161827,1.292002410131395,1.2118904998774784,0.9020913261510484,0.863432257231414,0.8601523310801794,1.0270653100239744,0.9344985003784698,1.0199552103692966,1.0037063237905919,0.8899059686017233,0.9236979628593235,1.0303294030112464,1.37945,1.208888333,1.230435944
"3,659",2927562.2210590066,1.23722960995983,0.9038968359400145,1.0667844593501208,0.9872580213198442,0.9293702529714963,1.3026933987851377,1.2149593753167438,0.8945600357613513,0.8600525770414477,0.8552845008167931,1.0299688341952602,0.938758054860739,1.0175992016766284,1.0039055143297315,0.8905564831968016,0.9244913127269166,1.0372234908989957,1.38562,1.262334167,1.249715556
"3,777",2977400.019221277,1.238671592323774,0.8989135723134963,1.0752041184100136,0.9911356561099024,0.9165293868679081,1.3128662290197564,1.2195681711411888,0.8867581700515474,0.8573640807862891,0.8519174193477442,1.0339020126687473,0.9401033728825612,1.0170241176276706,1.0061735749798284,0.893882456372656,0.9240604848684079,1.0396936016078526,1.39093,1.300726429,1.268435556
"3,895",3027163.9830807312,1.2393374638293928,0.8939377102404448,1.08448551635352,0.9964565884478307,0.902436680994691,1.321176049951743,1.2216147990576094,0.8777642137077456,0.8561140151777153,0.8474796352143791,1.0348037797695422,0.9398789198466369,1.0165859509289623,1.0084222213554577,0.9009084539843112,0.9298605267488249,1.0418195297367736,1.3952,1.292015714,1.286570556
"4,013",3077215.1819931953,1.2393316969126271,0.8896214787284386,1.093972525156879,1.0036614226998628,0.8899470358090488,1.3318327492267448,1.22215262759308,0.8692162631515767,0.8545655356515672,0.8419207701935126,1.0358979693355523,0.9382769562984291,1.0137134725494559,1.0107662161967752,0.9090757791105906,0.9338755898834947,1.0439242573977656,1.39935,1.28994,1.303997222
"4,131",3126728.40414323,1.2421189698870516,0.8861250811364255,1.1022288110728777,1.0079391620313238,0.8783470731678683,1.3419916374373966,1.2240419286419764,0.8613514004213636,0.8515455012947111,0.8376867234379123,1.0368367170383725,0.936171967253253,1.0116465799380912,1.0157165315223389,0.9181276297816995,0.9345828519911912,1.0444109414221827,1.40232,1.316493333,1.321093333
"4,249",3176973.376326294,1.2441972288386676,0.8815608527725408,1.1066728818728004,1.0099400984030604,0.8669831440408533,1.3510064360773373,1.2271624308678724,0.8549646821647303,0.8514992365168527,0.8349300761243339,1.0387481256829754,0.9341923219638596,1.0109329923608346,1.021660777747458,0.9240167726351783,0.9341703609105172,1.0462826304095743,1.40568,1.289548462,1.337348333
"4,367",3227847.7638718495,1.2431650291918197,0.8753139858458943,1.1149984975635543,1.0126906793397208,0.8580942190771212,1.3611922180219505,1.2301542182959924,0.8474625546995426,0.8512364800716998,0.8325876647189628,1.0403410678593927,0.9297749499492609,1.0068716662146764,1.030205498353171,0.9268342669877839,0.934801903570252,1.0494820736540051,1.41051,1.328340833,1.352833333
"4,485",3278129.68405863,1.2421560721085398,0.868041047810199,1.1220919268531528,1.0178619800883635,0.8559544636642709,1.369839012313049,1.234202283660282,0.8408875124476016,0.8481863952214853,0.8296504570084762,1.0422583935128311,0.9225746532414046,1.0026420522909496,1.0372720540112979,0.9276925706719213,0.9351328133132726,1.0542359075825694,1.41606,1.360509375,1.368085
"4,603",3327570.134060877,1.2422739606400186,0.860224084012959,1.130406481406056,1.0232905984779166,0.8566343047107019,1.3790637375704313,1.2372556477270413,0.8346329255261946,0.84527145947742,0.82834093146009,1.0403206245337773,0.9155632926144166,0.9982533550793243,1.0434497336687771,0.9276160962917429,0.9375413642962569,1.0568011307225293,1.42026,1.408834545,1.383225556
"4,721",3377488.453605216,1.2442040386418014,0.8540406280873676,1.1375250022349856,1.027520940835421,0.8542370369150828,1.3886753153590998,1.2413626652176764,0.826890548904024,0.8424840970195034,0.8284407486998092,1.0381785217328168,0.9084766634922941,0.9937860109166423,1.0490520939469825,0.9257917620044683,0.9414306640445641,1.0593745777067014,1.42615,1.359946923,1.397725
"4,839",3426050.1872565015,1.2468377075773307,0.8466559490913482,1.1453495293449039,1.033504601380368,0.8518702851923357,1.3975435813031938,1.2457958644836808,0.821670593609878,0.8385752590341504,0.8296265992815496,1.0366244601937369,0.9010234950314819,0.9906245231560074,1.0544586128951028,0.92514745724098,0.9409783125228577,1.0590735754300298,1.43293,1.44514,1.412361111
"4,957",3472854.564751421,1.2483658700006386,0.8398763666571494,1.1515558174110008,1.0394460257611793,0.8505499593095641,1.4054103209255857,1.2506909019353727,0.8176959402420475,0.834577691255989,0.8307391845334516,1.0344550758342625,0.8941509163950135,0.9894974126913312,1.060292675040493,0.923031640321791,0.9410297517019348,1.0557862914329046,1.44285,1.405221875,1.42731
"5,075",3518394.6013136273,1.247976111555436,0.8368421651559644,1.1567463337677013,1.0413915098953592,0.8485343211963676,1.4106525253283477,1.25423558881596,0.8122312040290537,0.8309055495015677,0.8327991295724825,1.0352324975930547,0.8889620202322899,0.9918607465321475,1.0652372677685265,0.9203072714808432,0.9404953603191315,1.0527564975649357,1.45538,1.416613846,1.442379444
"5,193",3563764.503365013,1.2475489021776511,0.8346003137472774,1.1628291628333063,1.0422805330397233,0.8482397831620629,1.4162782213700809,1.2568744326716854,0.8092777550006655,0.825834573442282,0.8380992444680014,1.0339191618019223,0.8827335943455265,0.9939306989338248,1.0697211454238598,0.9167673680193655,0.9393794952748421,1.0479990382768212,1.46891,1.440235,1.457133333
"5,311",3607011.79996681,1.2488707500236387,0.8316209735473267,1.1683224016466667,1.0455448891104506,0.8463892349429183,1.4226511118254306,1.2568500241246303,0.8042650711024932,0.8171255170904839,0.8421470505071346,1.0323461201700121,0.8778906218549595,0.999122055487888,1.0732242717964888,0.9129913893701547,0.939600569899905,1.0443852884452305,1.48599,1.47599875,1.472382222
"5,429",3650004.964029667,1.249931707569892,0.8338820586434542,1.1744577470846018,1.048130736541307,0.8448910804979007,1.4285964108785711,1.2542537840708865,0.7978330430823161,0.8085536144990073,0.8458349477995118,1.0300427204774967,0.8720410106208129,1.0055441488196049,1.0747714124924723,0.9075477290056373,0.940295986133354,1.044414537466431,1.50199,1.51957625,1.487373333
"5,547",3691654.140906087,1.252703590141648,0.8381043516568701,1.181313564097378,1.0490824832072672,0.8442568592824199,1.432896537418933,1.2524031309243027,0.7940007907818123,0.7998278320261041,0.8482592779285524,1.0285817463398208,0.8673121987222217,1.0101874850068366,1.0747483960182025,0.9002171562301503,0.9392364284410237,1.0462823493143165,1.51715,1.519543529,1.502562222
"5,665",3732507.9632089417,1.2555251027607945,0.8420596933642739,1.1860084101165351,1.0519498609079094,0.8461015868973514,1.4355769663211988,1.25165653774891,0.79134707473828,0.7900658845120878,0.8510325401353654,1.0286364235964447,0.8634972932529538,1.0135293635490634,1.0741504549769185,0.8928052618856189,0.9358752710816036,1.0487626288601617,1.53117,1.570396154,1.517735556
"5,783",3771429.4717178005,1.260289878267366,0.845345672348868,1.1906535441630173,1.0546615584921806,0.8475072740072259,1.4371825404171907,1.2507804311481332,0.7904152977249198,0.7819799263226608,0.8547813927003596,1.025370674420576,0.8614192090798255,1.0161761792622817,1.0728337620308763,0.8870567655738419,0.9327594253732464,1.051030737790421,1.54177,1.498328182,1.533365556
"5,901",3810143.553794994,1.264175461032733,0.8475964420761088,1.194869747024275,1.0567235204233785,0.8503499506880096,1.4372242349128488,1.2476451726223954,0.7905066975807441,0.7733933304707598,0.8611869280304947,1.0236495681318225,0.8609726915590218,1.0188273106488281,1.069233285672628,0.8829333141589226,0.9304609220056148,1.052031138908408,1.55232,1.518509167,1.548760556
"6,019",3847626.8176789368,1.2677597853603204,0.8506518650420424,1.1979172131869067,1.0592551708201796,0.853083887918544,1.4377356707350153,1.2460692793842838,0.7932487470267231,0.7666980318951843,0.8673095652784482,1.02023974302513,0.8595415905884314,1.020515562945305,1.0642762022451477,0.878004094419803,0.9287913746740465,1.0521037001031668,1.56316,1.546805625,1.564346111
"6,137",3886347.979128103,1.2722815201535969,0.8528467142786315,1.2011612740744881,1.063220931466123,0.8571494221553325,1.4375760066962096,1.2445500982387108,0.7964052117807006,0.75969855082024,0.8737749817965909,1.015508748962683,0.8591518453294962,1.0214560053850588,1.0562959889950378,0.8710519248099097,0.9290515912270202,1.0529131048096219,1.57412,1.494487857,1.579127778
"6,255",3925757.5866125547,1.2770012794957413,0.8541085773861289,1.2043814511985984,1.067457972863061,0.8615046999074076,1.4362901825448633,1.244063228874427,0.7987980745247513,0.7505192461258544,0.878528004056023,1.011529090155268,0.8587319567612304,1.021816596254867,1.0475404397441597,0.8660635735471857,0.9303743870333964,1.05467514138135,1.58713,1.529776429,1.593338333
"6,373",3965099.408659141,1.280017987992619,0.8560375587251523,1.2073256465600208,1.0720327619121488,0.8659016698483412,1.4344148390900142,1.2449892611029376,0.8012695134852696,0.7473126680360231,0.8810786597076654,1.006130916913479,0.8576655171242096,1.0188301985813522,1.0384574653304406,0.8630483199377706,0.9323566680353929,1.0561692191098098,1.59936,1.617553846,1.607293889
"6,491",4002138.8002834716,1.2831525430360269,0.8564321324152476,1.2082111944523244,1.0760794976773265,0.8703074746720489,1.4325945264443376,1.2448449034081743,0.804481987302534,0.7445066241655237,0.8829246427576113,1.0024047583604359,0.8569541149828354,1.0155938422958004,1.028385436358667,0.8611046259793543,0.9343448471345136,1.0584228985830162,1.61531,1.648186923,1.621907778
"6,609",4037988.9253260354,1.285665898927054,0.8562189119409683,1.2087701806784086,1.0790513473938295,0.8772146833120634,1.4304364541832546,1.2473937061836375,0.8060591019914747,0.7437555077508108,0.883949969909764,0.9979792204679162,0.8548360419927035,1.011109916957449,1.0192949813403127,0.8579775061400913,0.93786144577511,1.0611453543965774,1.63107,1.481670769,1.636735556
"6,727",4076240.7004691064,1.2874248215319435,0.8534744029528541,1.2107565195624634,1.0807973604991252,0.8874582391696904,1.4290517652306385,1.250425264327634,0.8094235955877892,0.7425978424866457,0.8837158852002164,0.9937155761543823,0.8513152022995518,1.0040416827880725,1.0104384576513963,0.8562789058180892,0.9406007876459412,1.0654686784010983,1.64537,1.70615,1.650329444
"6,845",4113951.244476644,1.2891512099229423,0.8497042528826909,1.214015234625706,1.0823746214169676,0.8968675579999257,1.4263905656223985,1.2542802280326126,0.8152798837438126,0.7384691867223514,0.8834675589638762,0.9880332375550557,0.8477128991749087,0.9984254411247193,1.0040368631679633,0.8523055997870106,0.942725600284347,1.0694125971179003,1.66401,1.671608571,1.663889444
"6,963",4151665.351770337,1.2918393372373218,0.8461021502749413,1.2168883288791146,1.0844561765089091,0.9068011869690886,1.4249009240701511,1.259683717713224,0.8210733506663495,0.7344442285881568,0.8830258010210056,0.9808170994913527,0.8440490922072085,0.9915620672397434,0.9972780083171991,0.846268113414471,0.9436618183981857,1.0749478533788621,1.68343,1.626730909,1.677201667
"7,081",4188287.232807038,1.2942246859527546,0.8422613727880902,1.2185537679318486,1.0858729632310524,0.9164456826976363,1.4219701162882556,1.2633966287880434,0.8291436418715615,0.7320459595535531,0.882344064775223,0.9734745798605924,0.840272041402464,0.9860736742197614,0.9913062449981495,0.8427986328551503,0.944364470003335,1.079670039968356,1.701,1.665745385,1.690715
"7,199",4222505.881363773,1.2950685373199782,0.8395450168349083,1.2202704979101733,1.0870738782134926,0.9240186684224454,1.4199164104174749,1.2668207492114087,0.8358274340359809,0.730086480152182,0.8814100727716004,0.9667818098222497,0.8373201061267561,0.9818035225897174,0.9840362888835625,0.8379311138288252,0.9469708920630919,1.0851047013730033,1.72041,1.756181538,1.704963889
"7,317",4255564.624124433,1.296218098644332,0.8370421221819887,1.2208289982650624,1.089126922556147,0.9316969915911593,1.4174608482725835,1.2703078360041673,0.8387413002900392,0.728569871542837,0.8803863963813245,0.9601244240265966,0.8361677783680616,0.9793407054659434,0.9763204330617605,0.8339006296318571,0.9510070439757113,1.0900124514335585,1.73757,1.725136471,1.719452222
"7,435",4289057.59253109,1.2968509108876305,0.8339828020374984,1.2237647205908755,1.0911948313897604,0.939088164658539,1.4148296818297927,1.2734586501527554,0.8406175751106865,0.726842110860313,0.8801244149595863,0.9553436792523323,0.8369631789645163,0.9770573066407086,0.9645781061067779,0.8294131706888449,0.9552762454031564,1.095961157318464,1.75303,1.646831333,1.733541667
"7,553",4321787.956485554,1.298842862069549,0.8317196191912429,1.227511140219268,1.0940599704349447,0.9449782645682846,1.411653260713115,1.276710349950895,0.8419453099270122,0.7242981025629928,0.8796668620640362,0.951249065898021,0.8365983195357574,0.9770148917703746,0.9513396202330627,0.8238169588303931,0.9595931320770597,1.1023865990396562,1.76872,1.628771818,1.747721111
"7,671",4355653.327327747,1.2996696947360609,0.8279698376243507,1.2340575568908336,1.0963153787903483,0.9494160587195902,1.4070556092741997,1.2801767885489592,0.8454983176033638,0.7223941726734563,0.8784677809725203,0.9463725077882911,0.8372284938024369,0.9769202095322321,0.9367986575605732,0.8196281331045879,0.9639699425058526,1.1097677087080449,1.78338,1.777052667,1.761228333
"7,789",4388867.194769629,1.299930902895007,0.8240825555155906,1.2409110056977877,1.0971163332183005,0.953537000014403,1.4012787011699075,1.2847733629935865,0.8480468793225183,0.7201644612011254,0.8774964123014194,0.94371590418188,0.8369159614120502,0.9776644045363424,0.9231885601785039,0.8162835246390029,0.9686952463711941,1.115705920865346,1.79906,1.685149,1.774790556
"7,907",4422155.650532559,1.3008839089057975,0.8203279691954621,1.2487408681184708,1.0974335762017606,0.9559311033161029,1.3956545174442805,1.2890941678550643,0.8499801673236935,0.7175535655932471,0.876346844226218,0.9418714184216649,0.8351964478799077,0.9782344803072341,0.9109720545052898,0.8132302049339268,0.9728554323781815,1.121885319799392,1.81659,1.820134,1.788118889
"8,025",4455584.9736343445,1.3021467159076,0.8153681904848219,1.2555731148891371,1.0964198607069344,0.9564828806342771,1.388956557625549,1.2932573434409853,0.8522058448393469,0.7165486641725858,0.8745614698275296,0.9433968799377455,0.832854734468966,0.977769400122508,0.9028449719081731,0.8111367425839443,0.9770596602181923,1.127556270526753,1.83171,1.828711875,1.801191111
"8,143",4486556.962131159,1.3036826292947945,0.8107567437946577,1.2612719861616377,1.095158988455432,0.9569250251422698,1.3813169459268808,1.2978252771112864,0.8536762947771149,0.714554613492796,0.8759326959736816,0.9463521709995689,0.8294704865934712,0.9769965627704327,0.8946835641935621,0.8107723651072143,0.9827052501463438,1.1310324829322018,1.84572,1.685182222,1.815062222
"8,261",4514202.8746775035,1.3052168823445978,0.8060169110524692,1.2679903331236553,1.095591527127245,0.956017425851431,1.3737222985594697,1.3014075305907304,0.8533378784710133,0.7150417121253018,0.876799424058905,0.9485039243538949,0.8274074414051928,0.9754706105966396,0.8862820108515146,0.809332787217386,0.9893178066876426,1.1339462546382864,1.86203,1.838621,1.830090556
"8,379",4542734.777299385,1.3074196697707374,0.8004245138429075,1.27470865513605,1.0965130118337463,0.9548526905009528,1.3662413766131105,1.3052449377847206,0.8535216210803876,0.7135845881648121,0.8785771082104408,0.9505045976869433,0.8278273449242165,0.9737519321632718,0.8790942961594315,0.8054274809740802,0.9960289325798866,1.1365669972211296,1.87681,1.853502667,1.844576111
"8,497",4570961.373861475,1.3098808717085815,0.7957880354778045,1.280796519508498,1.0976364813592159,0.9538427612739795,1.3586710122674754,1.3081856322287335,0.854019000737963,0.7116178194822421,0.8799827571611916,0.9534014563107691,0.8287447018592026,0.9716647088676276,0.8716471112299571,0.8012201637691645,1.0030425818659383,1.1399239548172808,1.88992,1.876754118,1.859005
"8,615",4601016.723732418,1.3125388774688658,0.7909982746662232,1.2878351902949,1.0990217755861404,0.9534081761641684,1.350664724879055,1.3119613332176034,0.8530388072772094,0.7091761906302717,0.8794881689570309,0.9555601577745011,0.8300028839436686,0.9708345455640309,0.8654449989550169,0.7977904085197985,1.0077323676350822,1.143797250806462,1.90325,1.861088667,1.872512222
"8,733",4628967.155523985,1.3137557109661533,0.7874397753915886,1.2932872093279892,1.101844421611564,0.9548772304244401,1.3434112289679225,1.3133362176869148,0.8515578379816404,0.7090792931952106,0.8781951987730134,0.9567109129442463,0.831885916004635,0.9691089927406439,0.8602877531734572,0.7958875093036611,1.0110772721873513,1.1477142197410795,1.91544,1.769161111,1.886701667
"8,852",4655573.71510324,1.3144034359764378,0.7824319386123875,1.2986360989183894,1.103947530242425,0.955076866223562,1.3361947267271699,1.3142869566052822,0.8508607749270056,0.7091110041037327,0.8774518260634505,0.957475059641784,0.8349424377956641,0.966401452412162,0.8568624206070429,0.7947176005568286,1.0148068076255732,1.1512383678875866,1.92943,1.917012857,1.901269444
"8,970",4682085.203697834,1.3146323603128967,0.7794778455526847,1.30342609739678,1.1062536041218058,0.9546423684383217,1.3281266301903167,1.3163124373582962,0.8504341051753733,0.7090429607188454,0.8767411863008188,0.9569076437709003,0.8364471028575189,0.9627861298418736,0.8550594101398511,0.7954292916407021,1.017419447210943,1.1555995892445763,1.94236,1.884211538,1.915710556
